file_name,peak_number,total_time,peak_t,peak_i,peak_start_i,peak_start_t,peak_amplitude,peak_width_us,fwhm_left_time,fwhm_right_time,fwhm_height,peak_rel_t,peak_rel_i,left_base_t,left_base_i,right_base_t,right_base_i,position_label
Separateevent     1.tdms,1,0.0014880000000000006,0.00214,-0.3055978660023069,-0.13713821772724266,0.0021,0.13102416223994062,45.2,0.00212,0.00216,-0.275,0.5887096774193546,0.9554168371980565,0.002072,-0.11906591234750152,0.002192,-0.17457370376236625,a
Separateevent     1.txt,1,0.001372,0.00214,-0.3055978660023069,-0.13713821772724266,0.0021,0.152323662307019,41.5714340801037,0.0021189999989977707,0.0021605714330778744,-0.22943603484879738,0.5189504373177842,1.1107309459860344,0.002072,-0.11906591234750152,0.002236,-0.15327420369528788,a
Separateevent     1.txt,2,0.001372,0.002468,-0.2597716880333092,-0.17909177932803821,0.002448,0.10327028725502885,34.46154058200182,0.002457538461034764,0.002492000001616766,-0.20813654440579477,0.7580174927113704,0.5766333197565204,0.002372,-0.1519833248517699,0.002556,-0.15650140077828034,m
Separateevent     9.txt,1,0.0013959999999999999,0.001436,-0.2179317244368022,-0.16629653741304828,0.001424,0.0813254239078045,23.927860253652625,0.0014288163261913292,0.0014527441864449818,-0.17726901248289995,0.06876790830945556,0.4890385883730577,0.001336,-0.0965890196916046,0.001532,-0.1366063005289977,m
Separateevent     9.txt,2,0.0013959999999999999,0.001844,-0.32636558611570976,-0.1688782969919469,0.001808,0.1549055295688646,39.295396969935155,0.0018229268276838953,0.0018622222246538304,-0.24891282133127746,0.3610315186246418,0.9172613197079517,0.00178,-0.14047894030289143,0.001932,-0.17146005654684515,a
